PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,31.82,32.36,12.50,32.06
02,13.10,12.60,6.250,12.82
03,17.96,17.38,23.08,17.68
04,16.31,16.67,0.00,16.46
05,17.29,19.32,0.00,18.30
06,19.03,19.82,14.29,19.43
07,21.07,19.14,25.00,19.98
08,23.16,23.54,29.41,23.37
10,19.32,19.61,21.88,19.47
111,0.00,0.00,0.00,0.00
15,19.73,18.60,10.00,19.13
16,20.64,20.76,7.690,20.67
19,28.32,28.47,7.690,28.35
21,31.92,33.14,25.00,32.53
25,30.86,30.47,40.00,30.68
27,19.18,19.70,12.50,19.44
29,18.26,18.61,9.380,18.42
TOTAL,22.45,22.65,15.92,22.54
