PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1,0.00,2.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,34.00,0.00,45.00,38.00,157.0
10,0.00,9.000,6.000,0.00,4.000,2.000,0.00,1.000,0.00,0.00,0.00,2.000,0.00,0.00,0.00,0.00,241.0,297.0,0.00,86.00,56.00,704.0
2,0.00,3.000,2.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0.00,0.00,0.00,65.00,65.00,0.00,55.00,32.00,224.0
3,0.00,2.000,2.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,72.00,0.00,4.000,4.000,145.0
4,0.00,6.000,5.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.0,201.0,0.00,61.00,29.00,511.0
5,0.00,3.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,89.00,0.00,18.00,17.00,195.0
6,0.00,8.000,13.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.000,1.000,0.00,224.0,252.0,0.00,99.00,65.00,667.0
7,0.00,3.000,3.000,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,99.00,102.0,0.00,15.00,13.00,238.0
8,0.00,7.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,135.0,128.0,0.00,45.00,21.00,343.0
9,0.00,3.000,8.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0.00,0.00,0.00,139.0,176.0,0.00,48.00,27.00,404.0
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,46.00,49.00,0.00,7.000,6.000,0.00,1.000,0.00,0.00,2.000,5.000,0.00,3.000,2.000,0.00,1273.0,1416.0,0.00,476.0,302.0,3588.0
