AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.26,1.03,0.0,0.0,4.28,0.88,1.47
25-29,0.0,0.29,1.56,0.0,0.0,3.83,0.0,1.39
30-34,0.0,0.94,0.0,0.0,0.0,2.09,2.41,1.49
35-39,0.0,1.69,2.44,0.0,0.0,6.09,1.35,3.46
40-44,0.0,3.28,0.0,0.0,0.0,7.99,1.96,5.26
45-49,25.0,3.72,0.0,0.0,0.0,10.26,5.08,7.07
50-54,0.0,5.44,0.0,0.0,16.67,15.93,1.64,10.78
55-59,16.67,7.81,3.03,0.0,14.29,21.1,7.25,15.34
60-64,0.0,9.8,11.76,0.0,20.0,24.13,4.0,17.96
65-OVER,16.67,11.69,8.7,50.0,16.67,30.59,8.82,23.56
TOTAL,6.58,4.53,2.01,11.11,5.1,17.56,2.88,10.71
