PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,1.09,1.58,0.00,1.36
02,1.42,2.24,0.00,1.89
03,22.11,18.80,50.00,20.30
05,8.44,6.77,50.00,7.51
06,2.22,3.05,0.00,2.72
07,22.48,19.98,0.00,21.13
08,17.94,16.31,0.00,17.04
09,17.09,14.57,0.00,15.82
10,14.58,11.39,33.33,12.87
11,16.12,13.15,0.00,14.56
12,18.91,15.88,0.00,17.34
13,17.55,15.27,0.00,16.38
14,17.66,16.84,0.00,17.21
16,6.43,6.04,0.00,6.20
17,10.71,8.80,0.00,9.70
19,15.89,14.79,0.00,15.31
20,18.18,15.11,0.00,16.58
21,21.34,19.93,0.00,20.56
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,13.77,11.75,6.82,12.67
