AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.41,0.00,3.12,0.00,0.00,8.89,4.30,7.36
25-29,0.00,0.00,2.13,0.00,0.00,7.35,3.02,6.12
30-34,3.33,3.53,2.56,0.00,0.00,10.01,6.28,9.02
35-39,2.33,1.90,8.11,0.00,4.00,11.59,7.55,10.36
40-44,1.72,3.19,11.54,0.00,5.26,16.31,4.48,14.12
45-49,3.28,1.94,6.52,0.00,13.33,20.89,7.93,18.31
50-54,2.00,4.67,7.32,0.00,4.55,27.95,11.91,24.54
55-59,7.25,7.62,8.33,0.00,5.00,31.92,13.75,28.67
60-64,3.03,4.63,9.52,0.00,0.00,35.90,17.36,32.67
65-OVER,8.47,9.68,10.34,0.00,9.52,41.16,23.26,38.48
TOTAL,3.54,4.28,6.25,0.00,4.81,24.20,9.06,21.18
