AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,1.71,0.0,0.0,6.25,4.31,1.27,3.21
25-29,66.67,0.79,0.0,0.0,10.0,3.17,1.85,2.51
30-34,0.0,0.66,0.0,0.0,0.0,4.26,2.13,3.04
35-39,100.0,1.95,0.0,0.0,0.0,7.36,2.38,5.69
40-44,0.0,1.64,66.67,0.0,0.0,10.76,0.0,7.89
45-49,0.0,1.22,0.0,0.0,33.33,12.55,0.0,9.42
50-54,100.0,4.98,0.0,0.0,14.29,14.63,8.0,11.95
55-59,0.0,5.78,0.0,0.0,0.0,18.87,0.0,15.02
60-64,0.0,10.75,0.0,0.0,0.0,25.15,3.03,20.88
65-OVER,0.0,11.66,16.67,0.0,7.69,34.59,7.29,29.02
TOTAL,15.38,4.81,4.69,0.0,7.25,17.93,2.84,13.84
