AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.69,0.14,0.62,0.00,0.61,3.34,1.09,2.12
25-29,2.04,0.32,0.54,0.00,0.00,2.84,0.93,2.02
30-34,0.00,0.35,0.00,0.00,0.00,4.29,2.52,3.25
35-39,4.17,0.36,1.72,0.00,1.82,7.00,4.55,5.37
40-44,3.85,1.13,1.00,0.00,0.00,9.38,3.97,7.12
45-49,0.00,1.45,3.09,0.00,6.25,12.86,5.58,9.94
50-54,0.00,1.93,3.37,0.00,5.41,16.07,7.54,12.63
55-59,0.00,2.28,4.29,12.50,9.09,19.72,10.10,15.85
60-64,6.25,3.87,4.44,0.00,9.68,26.40,10.19,21.39
65-OVER,9.26,4.33,2.17,25.00,7.84,34.28,14.38,29.18
TOTAL,2.78,1.47,1.54,2.53,2.65,16.03,5.71,12.12
