AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.88,0.45,0.0,0.0,0.0,3.94,1.93,2.41
25-29,0.0,0.44,0.0,0.0,0.0,2.91,1.33,1.74
30-34,0.0,0.64,0.0,0.0,0.0,3.23,1.6,2.17
35-39,0.0,0.26,0.0,0.0,0.0,4.34,2.14,2.71
40-44,0.0,1.59,0.0,0.0,5.56,7.07,4.03,4.8
45-49,6.67,2.48,0.0,0.0,0.0,9.14,3.55,6.52
50-54,12.5,2.2,0.0,0.0,0.0,12.55,4.7,8.51
55-59,0.0,4.21,0.0,0.0,20.0,15.12,4.65,10.58
60-64,0.0,5.18,0.0,0.0,0.0,20.42,7.97,14.83
65-OVER,17.39,9.01,5.26,0.0,7.69,25.74,9.76,20.72
TOTAL,5.84,3.31,0.49,0.0,2.84,14.0,4.16,9.73
