AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.67,0.84,1.90,16.67,4.55,4.49,1.14,3.47
25-29,0.00,0.42,1.97,0.00,0.00,3.68,1.07,2.97
30-34,0.00,0.45,0.79,0.00,3.45,5.05,1.10,4.14
35-39,1.79,0.39,1.01,0.00,4.17,7.12,2.86,6.08
40-44,2.38,0.83,7.62,0.00,4.76,9.79,3.33,8.53
45-49,2.44,1.95,2.00,0.00,10.53,13.50,5.56,11.77
50-54,5.71,3.97,5.32,0.00,0.00,17.23,7.29,15.21
55-59,0.00,4.66,5.66,0.00,5.56,20.84,9.27,18.46
60-64,6.06,5.38,0.00,0.00,15.38,26.32,4.00,23.10
65-OVER,6.38,7.36,7.50,0.00,22.22,35.71,14.00,32.43
TOTAL,2.52,2.91,3.12,3.57,6.37,17.12,4.74,14.56
