AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.76,0.96,1.89,0.0,3.23,1.75,2.37,1.76
25-29,0.0,0.34,3.33,0.0,0.0,2.54,0.0,1.93
30-34,0.0,0.86,3.7,0.0,0.0,2.99,2.11,2.56
35-39,0.0,1.85,0.0,0.0,0.0,3.08,0.66,2.6
40-44,0.0,1.94,2.86,0.0,0.0,6.46,1.4,5.26
45-49,4.17,2.3,0.0,0.0,9.09,7.53,4.24,6.39
50-54,0.0,5.26,6.45,0.0,16.67,12.39,9.02,10.91
55-59,4.76,3.2,3.57,0.0,14.29,14.67,9.91,12.47
60-64,0.0,6.05,4.17,0.0,20.0,21.35,3.49,17.94
65-OVER,4.55,8.13,11.63,100.0,13.64,29.69,15.08,25.93
TOTAL,2.58,3.88,3.93,11.76,6.21,13.94,4.9,11.62
