AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.69,1.14,2.00,0.00,0.00,1.88,0.50,1.33
25-29,0.00,1.03,1.77,0.00,1.67,1.30,1.49,1.31
30-34,4.55,0.70,0.00,0.00,1.96,2.05,1.02,1.53
35-39,8.82,1.11,1.47,0.00,4.44,3.66,1.57,2.81
40-44,8.33,3.05,5.00,0.00,3.33,5.30,2.86,4.42
45-49,8.33,4.40,0.00,0.00,0.00,8.24,3.38,6.28
50-54,7.69,5.55,3.85,0.00,7.41,10.06,5.56,8.30
55-59,12.50,6.76,3.77,0.00,3.45,13.99,7.68,11.60
60-64,3.85,8.16,3.23,0.00,0.00,16.51,8.11,13.65
65-OVER,16.36,20.48,2.13,0.00,14.71,21.98,12.21,20.19
TOTAL,8.33,6.30,2.10,0.00,3.31,10.75,4.06,8.39
