AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.49,3.03,0.0,0.0,2.52,1.02,1.56
25-29,0.0,0.24,0.0,0.0,2.38,2.45,1.23,1.4
30-34,3.33,0.22,2.63,0.0,0.0,2.99,1.35,1.78
35-39,0.0,0.79,3.12,0.0,0.0,5.47,3.45,3.49
40-44,0.0,0.62,0.0,0.0,0.0,6.56,1.07,3.97
45-49,3.57,1.64,0.0,0.0,0.0,9.77,4.74,6.65
50-54,0.0,2.29,2.5,0.0,8.33,13.57,5.46,9.2
55-59,0.0,2.63,5.41,0.0,0.0,19.19,7.59,13.22
60-64,0.0,3.68,18.75,0.0,18.75,24.07,11.38,17.22
65-OVER,6.82,6.91,11.76,33.33,0.0,31.15,12.13,24.92
TOTAL,1.84,2.1,3.48,4.35,1.96,15.62,4.08,10.28
