AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,11.49,3.70,9.47
25-29,0.00,0.00,0.00,0.00,0.00,13.27,0.00,10.42
30-34,0.00,0.00,0.00,0.00,0.00,8.47,33.33,8.33
35-39,0.00,0.00,0.00,0.00,0.00,11.38,20.00,11.03
40-44,0.00,0.00,0.00,0.00,0.00,9.79,0.00,9.21
45-49,0.00,0.00,0.00,0.00,0.00,17.65,0.00,15.87
50-54,0.00,0.00,0.00,0.00,0.00,19.74,14.29,17.51
55-59,0.00,0.00,0.00,0.00,0.00,25.64,0.00,21.86
60-64,0.00,0.00,0.00,0.00,0.00,24.83,20.00,23.27
65-OVER,0.00,0.00,0.00,0.00,0.00,31.96,0.00,30.21
TOTAL,0.00,0.00,0.00,0.00,0.00,20.11,5.95,18.06
