AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,3.01,0.9,1.99
25-29,2.78,0.0,0.0,0.0,0.0,2.66,0.86,1.94
30-34,2.63,0.17,1.3,0.0,1.96,3.56,2.08,2.91
35-39,0.0,0.84,3.31,11.11,7.5,5.88,3.28,4.92
40-44,6.45,1.16,0.79,0.0,0.0,7.45,3.35,6.06
45-49,3.12,1.13,0.79,0.0,3.23,11.05,4.12,9.06
50-54,2.78,3.12,2.02,20.0,0.0,15.72,6.23,13.13
55-59,6.9,2.8,3.03,0.0,3.7,19.31,9.78,16.63
60-64,0.0,3.39,6.45,0.0,19.23,23.64,10.34,20.63
65-OVER,3.92,4.71,3.0,16.67,6.25,29.86,14.59,26.76
TOTAL,2.8,1.73,1.42,4.48,2.76,14.64,4.64,11.78
