AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,4.71,1.72,2.22
25-29,0.0,0.17,5.88,0.0,0.0,2.66,1.08,1.46
30-34,0.0,0.55,0.0,0.0,0.0,4.28,3.08,2.41
35-39,0.0,0.45,6.25,0.0,0.0,6.23,4.69,3.62
40-44,0.0,0.48,12.5,0.0,12.5,12.62,0.0,6.97
45-49,0.0,1.96,0.0,0.0,0.0,11.48,5.36,7.74
50-54,0.0,4.56,33.33,0.0,0.0,16.52,6.52,11.41
55-59,0.0,3.89,0.0,0.0,0.0,18.23,7.69,12.47
60-64,0.0,6.65,25.0,0.0,0.0,23.75,9.09,17.49
65-OVER,14.29,16.03,45.45,100.0,50.0,36.72,8.89,30.1
TOTAL,2.33,4.48,11.11,14.29,5.88,19.05,3.81,12.62
