AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,5.49,4.58,4.08
25-29,0.0,0.39,0.0,0.0,0.0,4.07,3.17,2.97
30-34,0.0,0.53,0.0,0.0,0.0,10.42,3.23,7.89
35-39,20.0,1.33,11.11,0.0,0.0,10.93,1.67,8.14
40-44,0.0,0.97,0.0,0.0,0.0,13.38,0.0,9.88
45-49,16.67,0.0,0.0,0.0,0.0,16.13,15.15,13.12
50-54,25.0,1.11,0.0,100.0,25.0,21.38,10.53,16.43
55-59,11.11,2.97,11.11,0.0,100.0,24.07,7.69,18.88
60-64,0.0,2.92,0.0,0.0,0.0,28.78,26.67,23.21
65-OVER,0.0,6.9,14.29,0.0,0.0,40.18,22.09,34.24
TOTAL,7.02,2.29,2.73,11.11,5.13,22.33,9.41,17.48
