AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.56,0.00,0.00,0.00,2.16,0.00,3.24
25-29,0.00,4.61,0.00,0.00,0.00,8.73,3.57,6.00
30-34,0.00,7.67,0.00,0.00,0.00,13.49,0.00,9.54
35-39,0.00,13.31,0.00,0.00,0.00,15.20,7.14,13.85
40-44,0.00,12.27,0.00,0.00,0.00,17.53,0.00,14.39
45-49,0.00,17.39,0.00,0.00,0.00,16.55,20.00,16.89
50-54,0.00,17.15,0.00,0.00,0.00,23.30,33.33,20.29
55-59,0.00,21.64,0.00,0.00,0.00,24.38,11.11,22.66
60-64,0.00,29.86,0.00,0.00,0.00,36.65,21.43,32.91
65-OVER,0.00,30.40,0.00,0.00,0.00,38.45,21.74,35.29
TOTAL,0.00,16.65,0.00,0.00,0.00,25.04,7.85,20.33
