AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,5.67,4.17,3.98
25-29,0.00,0.00,0.00,0.00,0.00,6.92,6.25,5.59
30-34,0.00,0.00,0.00,0.00,0.00,8.05,6.67,7.14
35-39,0.00,0.00,0.00,0.00,0.00,9.48,0.00,8.09
40-44,0.00,0.00,0.00,0.00,0.00,7.35,11.11,6.59
45-49,0.00,0.00,0.00,0.00,0.00,13.33,0.00,11.32
50-54,0.00,0.00,0.00,0.00,0.00,13.64,14.29,11.66
55-59,0.00,0.00,0.00,0.00,0.00,18.12,0.00,15.98
60-64,0.00,18.75,0.00,0.00,0.00,19.71,0.00,18.18
65-OVER,0.00,0.00,0.00,0.00,33.33,28.99,0.00,26.63
TOTAL,0.00,3.09,0.00,0.00,6.25,15.55,4.39,13.17
