AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.68,0.41,0.76,0.0,0.68,3.01,0.66,1.03
25-29,0.0,0.25,0.34,0.0,0.0,1.93,0.56,0.77
30-34,1.45,0.47,0.0,0.0,1.52,3.34,1.27,1.46
35-39,0.0,0.88,1.59,0.0,4.86,5.56,0.95,2.24
40-44,0.0,1.44,2.52,0.0,1.63,6.91,1.66,3.0
45-49,1.33,2.33,2.44,22.22,2.33,9.99,1.99,4.57
50-54,0.0,2.41,3.57,20.0,0.0,12.44,1.9,5.5
55-59,8.54,3.32,4.5,0.0,1.32,16.78,3.95,8.0
60-64,4.88,5.65,1.98,0.0,6.17,20.97,4.0,10.98
65-OVER,10.0,8.48,5.08,14.29,8.0,30.17,9.19,18.73
TOTAL,3.16,2.91,1.87,4.31,2.39,14.93,2.21,6.72
