AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.75,0.19,0.0,0.0,1.06,2.43,0.85,1.41
25-29,0.0,0.25,0.0,0.0,0.0,2.58,1.13,1.56
30-34,0.0,0.67,0.0,0.0,7.14,6.39,1.98,4.24
35-39,8.0,1.38,0.0,0.0,0.0,8.53,3.32,5.97
40-44,5.26,1.4,0.0,0.0,9.09,9.9,3.13,6.96
45-49,10.53,1.76,4.76,0.0,9.09,10.86,4.38,8.25
50-54,8.7,2.09,6.25,50.0,0.0,15.85,7.43,11.63
55-59,0.0,2.49,10.0,0.0,0.0,19.51,6.43,14.26
60-64,9.09,4.52,0.0,0.0,0.0,24.8,6.4,18.83
65-OVER,3.85,4.96,15.79,0.0,5.0,31.63,7.87,25.23
TOTAL,3.97,1.69,1.55,5.0,2.15,14.84,3.28,10.03
