AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.68,1.14,0.0,0.0,6.12,2.56,4.77
25-29,0.0,1.46,0.0,0.0,0.0,5.77,2.06,4.76
30-34,0.0,0.0,0.0,0.0,0.0,8.1,7.33,6.98
35-39,0.0,2.22,0.0,0.0,0.0,14.54,4.94,11.82
40-44,0.0,0.83,0.0,100.0,0.0,13.84,5.41,11.79
45-49,7.14,3.77,0.0,0.0,0.0,19.65,5.48,16.97
50-54,0.0,2.31,0.0,0.0,14.29,22.07,9.73,19.27
55-59,14.29,7.09,0.0,0.0,16.67,26.29,8.87,23.32
60-64,25.0,5.88,0.0,0.0,25.0,32.67,11.43,29.05
65-OVER,20.0,8.87,0.0,50.0,30.0,39.27,15.57,35.58
TOTAL,7.27,3.86,0.47,16.67,7.32,22.39,6.88,19.08
