AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,3.0,35.0,35.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,10.0,0.0,2.0,2.0,0.0,528.0,497.0,0.0,2.0,1.0,1128.0
25-29,1.0,36.0,23.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,8.0,4.0,0.0,1.0,1.0,0.0,523.0,496.0,0.0,2.0,0.0,1104.0
30-34,0.0,19.0,23.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,501.0,432.0,0.0,2.0,2.0,992.0
35-39,0.0,17.0,20.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.0,0.0,513.0,449.0,0.0,2.0,1.0,1022.0
40-44,0.0,13.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,522.0,487.0,0.0,2.0,3.0,1063.0
45-49,0.0,25.0,20.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,660.0,579.0,0.0,3.0,0.0,1302.0
50-54,1.0,41.0,28.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,768.0,673.0,0.0,3.0,4.0,1536.0
55-59,0.0,45.0,35.0,0.0,6.0,1.0,0.0,3.0,2.0,0.0,5.0,3.0,0.0,1.0,3.0,0.0,924.0,778.0,0.0,0.0,0.0,1806.0
60-64,0.0,43.0,42.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1011.0,840.0,0.0,2.0,0.0,1954.0
65-OVER,1.0,63.0,91.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,3.0,3.0,1.0,3026.0,2808.0,0.0,1.0,3.0,6018.0
TOTAL,6.0,337.0,339.0,0.0,22.0,28.0,0.0,9.0,9.0,0.0,43.0,44.0,0.0,27.0,12.0,1.0,8976.0,8039.0,0.0,19.0,14.0,17925.0
