AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,263.0,1233.0,1241.0,7.0,168.0,130.0,1.0,12.0,15.0,6.0,141.0,95.0,2.0,102.0,68.0,35.0,1730.0,1521.0,199.0,4409.0,3288.0,14666.0
25-29,107.0,1023.0,932.0,5.0,174.0,108.0,0.0,8.0,5.0,2.0,167.0,119.0,1.0,77.0,83.0,8.0,2693.0,2158.0,71.0,5026.0,3547.0,16314.0
30-34,54.0,904.0,898.0,1.0,121.0,84.0,0.0,7.0,4.0,1.0,142.0,112.0,2.0,100.0,66.0,9.0,2560.0,2104.0,40.0,4439.0,2832.0,14480.0
35-39,61.0,740.0,719.0,1.0,116.0,71.0,0.0,4.0,2.0,3.0,122.0,83.0,0.0,44.0,51.0,8.0,1929.0,1748.0,35.0,3982.0,2545.0,12264.0
40-44,36.0,509.0,567.0,2.0,78.0,48.0,0.0,1.0,5.0,0.0,98.0,73.0,0.0,40.0,38.0,1.0,1605.0,1444.0,36.0,3348.0,2243.0,10172.0
45-49,29.0,551.0,516.0,1.0,62.0,41.0,0.0,7.0,1.0,0.0,69.0,51.0,0.0,43.0,33.0,6.0,1691.0,1563.0,28.0,3254.0,2306.0,10252.0
50-54,39.0,546.0,486.0,2.0,48.0,31.0,1.0,3.0,2.0,2.0,72.0,51.0,1.0,52.0,42.0,9.0,1985.0,1794.0,29.0,3658.0,2634.0,11487.0
55-59,31.0,492.0,457.0,0.0,63.0,33.0,0.0,3.0,2.0,1.0,65.0,46.0,0.0,53.0,20.0,5.0,2322.0,1977.0,18.0,3664.0,2766.0,12018.0
60-64,25.0,391.0,357.0,0.0,52.0,36.0,0.0,4.0,3.0,0.0,56.0,43.0,1.0,62.0,30.0,3.0,2272.0,1999.0,19.0,3200.0,2466.0,11019.0
65-OVER,30.0,697.0,561.0,0.0,112.0,58.0,0.0,9.0,8.0,1.0,93.0,85.0,3.0,142.0,53.0,5.0,6873.0,5205.0,24.0,6235.0,4148.0,24342.0
TOTAL,675.0,7086.0,6734.0,19.0,994.0,640.0,2.0,58.0,47.0,16.0,1025.0,758.0,10.0,715.0,484.0,89.0,25660.0,21513.0,499.0,41215.0,28775.0,137014.0
