PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
02,0.00,62.50,0.00,0.00,50.00,73.58,25.00,71.87
03,0.00,60.53,0.00,0.00,0.00,82.40,0.00,76.36
04,0.00,80.95,100.0,0.00,0.00,73.85,57.14,73.75
05,0.00,65.35,0.00,0.00,0.00,74.93,62.50,69.48
06,0.00,43.75,0.00,0.00,50.00,66.25,37.50,64.19
07,0.00,75.89,0.00,0.00,0.00,73.58,38.46,73.76
08,40.00,66.84,100.0,0.00,50.00,72.39,52.38,67.31
10,0.00,64.75,25.00,0.00,42.86,75.63,66.67,69.70
11,100.0,68.07,100.0,0.00,100.0,72.95,69.23,71.73
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,36.36,66.62,57.14,0.00,42.11,72.74,51.77,69.51
