AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.17,40.24,50.36,60.00,44.44,55.11,36.74,48.51
25-29,24.05,37.50,56.70,33.33,40.00,52.60,42.54,48.96
30-34,29.09,49.58,49.44,50.00,47.37,59.75,50.14,56.64
35-39,49.37,57.31,56.89,100.0,54.29,66.80,49.85,63.74
40-44,40.91,64.91,53.90,0.00,57.58,68.40,52.61,65.89
45-49,39.34,67.87,61.07,100.0,50.00,69.80,48.71,67.28
50-54,27.12,65.38,65.00,33.33,41.94,70.44,55.56,67.71
55-59,39.58,70.18,58.42,100.0,47.06,73.85,56.38,71.43
60-64,40.00,70.15,59.74,50.00,80.95,78.63,55.29,75.50
65-OVER,50.00,67.26,61.61,100.0,57.69,77.69,64.40,75.50
TOTAL,33.85,58.88,56.09,60.00,50.00,68.24,48.99,64.44
