PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0076,33.33,66.89,0.00,0.00,0.00,71.17,42.11,67.34
0077,0.00,59.75,100.0,0.00,50.00,74.25,50.00,68.41
0081,25.00,61.36,60.00,0.00,63.64,69.47,55.71,64.44
0082,40.00,60.12,36.36,100.0,50.00,72.02,50.62,64.05
0083,33.33,58.54,40.00,0.00,50.00,70.47,45.31,60.87
0085,100.0,58.84,100.0,0.00,0.00,77.00,66.67,66.86
1460,100.0,56.81,0.00,0.00,100.0,71.79,56.67,65.73
1593,0.00,47.50,100.0,100.0,100.0,67.31,66.67,65.32
88888,0.00,100.0,0.00,0.00,0.00,50.00,0.00,66.67
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,36.84,59.91,44.44,100.0,60.71,71.22,52.46,64.18
