PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,1.000
CA,0.00,78.00,85.00,0.00,12.00,10.00,0.00,0.00,1.000,0.00,28.00,19.00,0.00,6.000,9.000,0.00,1121.0,1080.0,0.00,132.0,160.0,2741.0
EL,1.000,97.00,105.0,0.00,17.00,22.00,0.00,0.00,0.00,0.00,57.00,38.00,0.00,29.00,9.000,0.00,1601.0,1492.0,0.00,295.0,279.0,4042.0
GM,0.00,55.00,38.00,0.00,4.000,4.000,0.00,0.00,1.000,0.00,6.000,5.000,0.00,2.000,2.000,1.000,568.0,500.0,0.00,242.0,172.0,1600.0
HA,0.00,53.00,66.00,0.00,6.000,8.000,0.00,1.000,0.00,0.00,19.00,10.00,0.00,3.000,4.000,0.00,830.0,800.0,1.000,318.0,256.0,2375.0
L9,1.000,52.00,61.00,0.00,8.000,7.000,0.00,1.000,0.00,0.00,14.00,10.00,0.00,14.00,6.000,1.000,1056.0,1030.0,0.00,109.0,102.0,2472.0
MG,1.000,65.00,82.00,0.00,10.00,10.00,0.00,1.000,0.00,0.00,18.00,16.00,0.00,19.00,11.00,1.000,1283.0,1174.0,1.000,88.00,100.0,2880.0
PV,0.00,32.00,31.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,1.000,3.000,0.00,0.00,0.00,0.00,525.0,493.0,0.00,31.00,25.00,1144.0
SK,1.000,11.00,23.00,0.00,1.000,3.000,0.00,0.00,0.00,0.00,5.000,1.000,0.00,4.000,4.000,0.00,345.0,305.0,0.00,140.0,94.00,937.0
U9,2.000,32.00,39.00,0.00,4.000,4.000,0.00,0.00,0.00,0.00,5.000,3.000,0.00,4.000,4.000,1.000,638.0,592.0,0.00,44.00,44.00,1416.0
VP,0.00,20.00,17.00,0.00,2.000,1.000,0.00,0.00,1.000,0.00,2.000,2.000,0.00,2.000,1.000,1.000,266.0,234.0,0.00,90.00,86.00,725.0
WA,0.00,92.00,80.00,0.00,11.00,9.000,0.00,0.00,1.000,0.00,23.00,20.00,0.00,12.00,5.000,1.000,959.0,853.0,0.00,357.0,315.0,2738.0
WH,0.00,40.00,23.00,0.00,7.000,2.000,0.00,0.00,0.00,0.00,8.000,3.000,0.00,4.000,0.00,0.00,532.0,505.0,0.00,127.0,100.0,1351.0
TOTAL,6.000,627.0,650.0,0.00,84.00,81.00,0.00,3.000,4.000,0.00,186.0,130.0,0.00,99.00,55.00,6.000,9724.0,9059.0,2.000,1973.0,1733.0,24422.0
