AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,8.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,196.0,176.0,0.0,37.0,18.0,465.0
25-29,0.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,167.0,130.0,0.0,38.0,14.0,378.0
30-34,0.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,207.0,151.0,0.0,49.0,21.0,458.0
35-39,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,221.0,179.0,0.0,44.0,14.0,475.0
40-44,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,243.0,207.0,0.0,59.0,27.0,551.0
45-49,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,260.0,229.0,0.0,57.0,48.0,614.0
50-54,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,304.0,254.0,0.0,63.0,40.0,686.0
55-59,0.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,320.0,278.0,0.0,72.0,60.0,748.0
60-64,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,331.0,308.0,0.0,78.0,41.0,772.0
65-OVER,0.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,853.0,781.0,0.0,195.0,110.0,1962.0
TOTAL,0.0,75.0,56.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,39.0,23.0,0.0,8.0,10.0,0.0,3102.0,2693.0,0.0,692.0,393.0,7109.0
