PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1054,0.00,66.67,50.00,0.00,66.67,66.53,54.55,65.84
1055,40.00,50.00,44.12,0.00,50.00,62.12,41.94,60.69
1056,33.33,59.73,52.98,75.00,26.32,66.59,46.62,65.17
1063,0.00,25.00,57.14,100.0,0.00,64.32,54.17,63.78
1064,100.0,78.26,0.00,0.00,100.0,66.47,35.29,66.78
1235,0.00,66.67,20.00,0.00,50.00,59.20,52.94,58.78
849-A,40.48,50.53,49.69,100.0,43.33,60.83,42.33,58.97
849-B,38.81,44.68,46.43,35.71,26.19,63.81,42.96,59.77
856,40.00,55.71,41.94,100.0,28.57,63.38,56.41,62.23
874,50.00,40.00,85.71,0.00,100.0,66.60,44.19,65.70
973,47.06,45.31,52.53,0.00,46.15,65.92,51.56,64.26
980,50.00,52.94,56.79,0.00,0.00,66.55,34.88,64.45
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,40.35,50.38,48.91,52.38,35.38,64.06,44.96,62.00
