AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,54.0,53.0,0.0,82.0,56.0,261.0
25-29,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,35.0,0.0,82.0,56.0,241.0
30-34,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,60.0,0.0,72.0,52.0,254.0
35-39,1.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,63.0,55.0,0.0,72.0,51.0,265.0
40-44,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,52.0,0.0,71.0,48.0,238.0
45-49,0.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,87.0,0.0,87.0,51.0,326.0
50-54,0.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,111.0,115.0,0.0,101.0,76.0,422.0
55-59,0.0,4.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,132.0,115.0,0.0,128.0,99.0,495.0
60-64,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,139.0,129.0,0.0,115.0,87.0,486.0
65-OVER,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,356.0,321.0,1.0,254.0,161.0,1117.0
TOTAL,1.0,68.0,69.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,3.0,1.0,2.0,1107.0,1022.0,1.0,1064.0,737.0,4105.0
