AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,33.33,31.74,35.71,0.0,40.0,43.83,30.77,37.98
30-34,50.0,38.99,37.04,0.0,100.0,56.07,50.0,48.76
35-39,20.0,50.18,30.77,0.0,100.0,62.85,23.81,56.3
40-44,66.67,52.17,50.0,0.0,50.0,66.75,45.45,60.77
45-49,0.0,59.7,33.33,0.0,0.0,74.23,50.0,67.88
50-54,100.0,60.14,50.0,0.0,0.0,71.51,47.62,66.87
55-59,60.0,66.27,40.0,0.0,66.67,75.1,36.36,70.71
60-64,60.0,70.61,33.33,0.0,0.0,80.0,36.36,75.73
65-OVER,50.0,68.99,50.0,0.0,100.0,77.24,51.43,74.63
TOTAL,47.06,56.02,39.22,0.0,60.87,70.01,41.81,64.17
