AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1137.0,1.0,75.0,61.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,4.0,2.0,0.0,345.0,319.0,0.0,174.0,136.0
30-34,920.0,0.0,37.0,40.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,308.0,272.0,0.0,141.0,110.0
35-39,870.0,1.0,37.0,30.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,310.0,235.0,0.0,151.0,88.0
40-44,926.0,0.0,22.0,29.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,327.0,307.0,0.0,128.0,105.0
45-49,994.0,0.0,26.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,344.0,340.0,0.0,131.0,107.0
50-54,1072.0,0.0,27.0,27.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,394.0,345.0,0.0,149.0,120.0
55-59,1075.0,0.0,27.0,17.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,387.0,343.0,0.0,158.0,129.0
60-64,1055.0,0.0,15.0,19.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,389.0,361.0,0.0,135.0,126.0
65-OVER,2727.0,0.0,40.0,45.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1138.0,951.0,0.0,321.0,221.0
TOTAL,10776.0,2.0,306.0,304.0,0.0,26.0,24.0,0.0,2.0,0.0,0.0,23.0,17.0,0.0,15.0,12.0,0.0,3942.0,3473.0,0.0,1488.0,1142.0
