PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0001,50.00,51.05,50.00,66.67,60.00,66.61,47.51,62.26
0002,44.44,46.09,33.33,66.67,14.29,65.31,44.76,62.57
3A,62.50,42.31,50.00,0.00,75.00,68.50,43.16,66.36
3B,100.0,64.29,37.50,100.0,66.67,71.93,51.85,70.29
4A,33.33,49.37,50.00,0.00,100.0,70.58,50.68,66.18
4B,50.00,52.94,50.00,0.00,0.00,76.62,52.63,73.51
4C,50.00,59.09,62.50,100.0,0.00,69.87,45.90,67.77
4D,0.00,50.00,40.00,100.0,66.67,77.59,50.00,75.19
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,51.61,50.47,45.33,80.00,56.25,68.42,47.03,65.24
