AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,40.07,62.50,40.00,33.33,49.91,29.69,43.37
25-29,66.67,41.56,9.09,0.00,100.0,47.35,22.83,42.75
30-34,33.33,43.14,25.00,100.0,66.67,51.22,40.26,47.02
35-39,83.33,51.91,50.00,100.0,66.67,60.41,42.19,56.05
40-44,33.33,60.88,75.00,0.00,25.00,63.42,53.12,61.51
45-49,100.0,63.18,50.00,0.00,50.00,74.26,46.99,68.21
50-54,33.33,66.98,0.00,0.00,75.00,71.02,50.88,68.46
55-59,100.0,69.77,80.00,0.00,66.67,75.48,56.72,72.63
60-64,50.00,73.25,50.00,0.00,80.00,78.95,59.26,76.05
65-OVER,33.33,63.94,50.00,0.00,50.00,75.12,63.37,71.29
TOTAL,56.67,57.67,43.33,44.44,54.72,68.01,44.85,62.74
