AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,7.0,512.0,534.0,0.0,51.0,71.0,0.0,5.0,0.0,0.0,97.0,74.0,0.0,64.0,65.0,5.0,1924.0,1989.0,0.0,772.0,680.0,6850.0
30-34,1.0,472.0,399.0,0.0,34.0,40.0,0.0,3.0,0.0,0.0,85.0,43.0,1.0,61.0,50.0,5.0,1585.0,1516.0,1.0,656.0,484.0,5436.0
35-39,5.0,471.0,379.0,0.0,49.0,34.0,0.0,1.0,2.0,0.0,80.0,64.0,1.0,91.0,61.0,5.0,1528.0,1403.0,6.0,726.0,476.0,5382.0
40-44,4.0,475.0,423.0,0.0,49.0,36.0,0.0,2.0,0.0,1.0,100.0,80.0,0.0,100.0,67.0,3.0,1897.0,1552.0,1.0,977.0,605.0,6372.0
45-49,2.0,539.0,582.0,0.0,53.0,37.0,0.0,2.0,2.0,1.0,118.0,73.0,0.0,97.0,84.0,6.0,2597.0,2215.0,3.0,1090.0,850.0,8351.0
50-54,3.0,568.0,534.0,0.0,55.0,45.0,0.0,2.0,1.0,0.0,97.0,103.0,0.0,100.0,87.0,6.0,3173.0,2748.0,3.0,1144.0,877.0,9546.0
55-59,4.0,472.0,486.0,0.0,43.0,41.0,0.0,2.0,0.0,1.0,70.0,58.0,0.0,72.0,58.0,2.0,3171.0,2936.0,2.0,953.0,803.0,9174.0
60-64,2.0,314.0,326.0,1.0,33.0,30.0,0.0,0.0,1.0,0.0,41.0,46.0,1.0,54.0,57.0,4.0,2988.0,2585.0,1.0,897.0,686.0,8067.0
65-OVER,4.0,798.0,677.0,0.0,65.0,64.0,0.0,2.0,1.0,1.0,84.0,68.0,1.0,120.0,74.0,5.0,7470.0,6469.0,1.0,1406.0,1187.0,18497.0
TOTAL,32.0,4621.0,4340.0,1.0,432.0,398.0,0.0,19.0,7.0,4.0,772.0,609.0,4.0,759.0,603.0,41.0,26333.0,23413.0,18.0,8621.0,6648.0,77675.0
