PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BLUE RIDGE,0.0,15.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,375.0,323.0,0.0,1.0,2.0,742.0
HELEN,0.0,11.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,258.0,242.0,0.0,2.0,2.0,546.0
MOSSY CREEK,1.0,40.0,39.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,5.0,11.0,0.0,1.0,4.0,2.0,1303.0,1173.0,0.0,8.0,11.0,2606.0
MT YONAH,0.0,95.0,74.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,24.0,21.0,0.0,12.0,14.0,1.0,1952.0,1629.0,0.0,71.0,55.0,3964.0
NACOOCHEE,0.0,25.0,17.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,711.0,647.0,0.0,20.0,11.0,1444.0
ROBERTSTOWN,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,151.0,184.0,0.0,0.0,2.0,353.0
SHOAL CREEK,0.0,28.0,46.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,12.0,14.0,0.0,3.0,1.0,0.0,1038.0,914.0,0.0,6.0,8.0,2074.0
TESNATEE,0.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,465.0,451.0,0.0,2.0,3.0,959.0
TOWN CREEK,0.0,26.0,25.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,651.0,619.0,0.0,4.0,2.0,1340.0
WHITE CREEK,0.0,21.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,782.0,674.0,0.0,1.0,8.0,1532.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TOTAL,1.0,283.0,283.0,0.0,19.0,24.0,0.0,6.0,1.0,0.0,60.0,59.0,0.0,28.0,32.0,3.0,7686.0,6857.0,0.0,115.0,104.0,15561.0
