AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,358.0,0.0,13.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,97.0,82.0,0.0,95.0,52.0
30-34,442.0,0.0,16.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,141.0,120.0,0.0,101.0,43.0
35-39,373.0,0.0,16.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,101.0,0.0,83.0,50.0
40-44,433.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,132.0,119.0,0.0,108.0,56.0
45-49,495.0,0.0,8.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,146.0,145.0,0.0,120.0,55.0
50-54,637.0,0.0,18.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,205.0,196.0,0.0,125.0,68.0
55-59,709.0,0.0,15.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,228.0,216.0,0.0,144.0,84.0
60-64,685.0,0.0,16.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,217.0,196.0,0.0,131.0,99.0
65-OVER,1860.0,0.0,26.0,34.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,703.0,580.0,0.0,319.0,183.0
TOTAL,5992.0,0.0,137.0,125.0,0.0,11.0,13.0,0.0,1.0,3.0,0.0,24.0,16.0,0.0,7.0,4.0,1.0,1979.0,1755.0,0.0,1226.0,690.0
