AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1745.0,1.0,29.0,32.0,0.0,10.0,4.0,0.0,3.0,0.0,0.0,23.0,20.0,0.0,3.0,2.0,0.0,436.0,376.0,0.0,465.0,341.0
30-34,1335.0,1.0,22.0,32.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,11.0,8.0,0.0,8.0,1.0,1.0,404.0,306.0,0.0,350.0,184.0
35-39,1346.0,0.0,20.0,23.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,16.0,2.0,0.0,1.0,2.0,0.0,385.0,338.0,0.0,342.0,208.0
40-44,1317.0,1.0,18.0,32.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,3.0,2.0,0.0,360.0,312.0,0.0,361.0,203.0
45-49,1405.0,0.0,13.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,5.0,3.0,0.0,403.0,354.0,0.0,335.0,242.0
50-54,1565.0,0.0,21.0,33.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,3.0,3.0,0.0,468.0,419.0,1.0,370.0,224.0
55-59,1584.0,2.0,16.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,10.0,0.0,3.0,3.0,0.0,512.0,437.0,0.0,332.0,237.0
60-64,1504.0,1.0,23.0,19.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,471.0,449.0,1.0,317.0,212.0
65-OVER,3766.0,2.0,37.0,48.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,4.0,2.0,0.0,1477.0,1174.0,1.0,621.0,378.0
TOTAL,15567.0,8.0,199.0,269.0,0.0,40.0,24.0,0.0,8.0,1.0,0.0,92.0,68.0,0.0,32.0,19.0,1.0,4916.0,4165.0,3.0,3493.0,2229.0
