AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,30.0,23.19,36.97,16.67,46.88,49.18,27.4,39.13
25-29,50.0,23.34,37.8,50.0,25.0,43.79,30.92,36.38
30-34,20.0,33.79,34.94,100.0,21.74,55.18,39.36,46.97
35-39,23.08,39.58,21.88,0.0,50.0,62.87,51.72,54.04
40-44,18.18,42.67,44.19,0.0,33.33,65.95,45.56,57.89
45-49,50.0,44.99,52.0,0.0,63.64,67.89,43.06,61.08
50-54,37.5,48.13,39.02,0.0,55.56,68.52,51.11,61.85
55-59,66.67,55.42,53.57,50.0,58.33,72.89,55.84,67.61
60-64,40.0,58.81,30.43,0.0,50.0,76.19,50.0,70.38
65-OVER,45.45,55.78,29.41,50.0,55.56,72.16,48.23,68.48
TOTAL,37.89,42.39,37.03,29.41,43.97,65.49,41.48,57.77
