PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
2A,59.23,62.59,100.0,61.01
3A,62.66,68.42,33.33,65.63
4A,64.42,71.69,100.0,68.35
5A,44.37,54.47,50.0,49.66
6A,47.21,52.56,0.0,49.96
88888,0.0,0.0,0.0,0.0
AN,49.59,55.22,0.0,52.45
CA,58.61,59.51,100.0,59.14
CO,61.24,63.39,0.0,62.36
DG,63.83,68.33,66.67,66.15
ES,54.16,57.61,66.67,56.04
FI,58.54,64.45,0.0,61.54
GL,58.46,63.5,0.0,61.11
LT,70.26,71.83,0.0,71.06
MC,61.5,66.12,0.0,63.84
NI,63.71,64.53,0.0,64.12
PG,62.89,65.38,85.71,64.3
TH,61.95,64.58,50.0,63.32
TI,58.08,62.68,0.0,60.34
TR,73.5,73.17,0.0,73.33
UT,63.12,66.09,100.0,64.65
VA,66.51,67.46,50.0,66.99
WS,67.57,69.69,0.0,68.7
TOTAL,61.09,64.68,60.0,62.97
