PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,76.28,72.44,68.21,54.55,65.48,74.76,70.63,73.88
02,73.43,67.59,65.13,50.00,65.29,69.18,64.34,67.95
03,52.94,53.68,65.93,87.50,56.90,69.82,63.18,68.31
04,42.31,53.33,54.92,88.89,51.85,71.48,63.15,69.67
05,68.33,66.24,71.17,71.43,46.67,73.24,69.73,72.12
06,62.16,45.76,65.25,20.00,70.97,70.13,63.53,68.65
07,59.62,42.25,52.14,100.0,66.67,65.79,58.72,63.35
08,62.16,62.28,58.28,50.00,66.67,74.42,70.90,73.20
10,69.61,74.32,62.50,78.57,72.94,75.59,73.89,74.78
15,63.79,58.82,57.62,85.71,74.42,72.33,66.42,70.96
16,58.95,66.07,59.43,50.00,52.22,70.77,64.18,69.01
19,65.78,60.42,71.43,70.00,64.35,71.17,67.51,69.27
21,68.33,67.23,67.82,50.00,66.92,73.78,69.01,72.16
25,73.70,68.49,64.88,84.62,68.69,73.20,73.75,72.97
27,62.90,70.87,71.34,71.43,53.33,74.14,69.07,73.03
29,64.26,66.37,66.44,83.33,65.52,72.12,67.77,70.61
TOTAL,69.33,66.72,64.14,68.79,64.71,72.67,68.26,71.37
