AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,719.0,0.0,31.0,37.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,265.0,260.0,0.0,52.0,52.0
30-34,704.0,0.0,43.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,1.0,293.0,237.0,0.0,49.0,39.0
35-39,714.0,1.0,35.0,30.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,288.0,222.0,0.0,77.0,50.0
40-44,709.0,0.0,26.0,38.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,299.0,243.0,0.0,56.0,36.0
45-49,900.0,0.0,19.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,388.0,325.0,0.0,72.0,58.0
50-54,868.0,0.0,21.0,25.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,347.0,331.0,0.0,73.0,57.0
55-59,958.0,0.0,21.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,385.0,368.0,0.0,81.0,69.0
60-64,837.0,0.0,15.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,361.0,327.0,0.0,68.0,40.0
65-OVER,2098.0,0.0,23.0,32.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,902.0,847.0,0.0,171.0,112.0
TOTAL,8507.0,1.0,234.0,259.0,0.0,23.0,13.0,0.0,3.0,4.0,0.0,25.0,28.0,0.0,12.0,4.0,1.0,3528.0,3160.0,0.0,699.0,513.0
