AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,33.33,21.28,20.0,0.0,0.0,51.34,41.67,41.3
30-34,0.0,48.1,25.0,0.0,0.0,65.61,66.67,58.41
35-39,0.0,44.92,33.33,0.0,0.0,67.66,37.5,60.37
40-44,100.0,56.82,50.0,0.0,0.0,68.17,20.0,65.11
45-49,100.0,54.95,40.0,0.0,0.0,78.03,62.5,72.08
50-54,50.0,60.0,33.33,0.0,100.0,77.68,62.5,72.48
55-59,0.0,59.84,100.0,0.0,100.0,77.62,16.67,72.35
60-64,0.0,63.25,0.0,0.0,0.0,83.55,42.86,78.24
65-OVER,100.0,66.3,0.0,0.0,100.0,78.46,69.23,75.79
TOTAL,62.5,53.79,32.26,0.0,66.67,73.93,50.0,68.23
