PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,37.50,33.33,53.33,0.00,66.67,68.30,59.41,67.62
10,37.50,0.00,25.00,33.33,50.00,69.92,68.60,69.36
11,100.0,100.0,100.0,0.00,40.00,74.28,76.27,74.55
2,0.00,0.00,53.85,0.00,40.00,75.13,72.34,74.61
3,50.00,50.00,66.67,0.00,33.33,76.15,81.16,75.95
4,75.00,0.00,75.00,100.0,100.0,73.24,69.44,73.11
5,100.0,0.00,100.0,100.0,0.00,71.95,70.97,71.84
6,100.0,0.00,80.00,0.00,100.0,75.85,60.00,75.20
7,100.0,100.0,46.67,0.00,100.0,73.37,76.19,73.42
8,66.67,0.00,69.23,100.0,66.67,69.47,66.18,69.27
9,100.0,66.67,58.33,0.00,81.82,75.78,65.88,75.23
TOTAL,65.96,42.86,59.80,50.00,62.50,72.58,69.52,72.25
