AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2136.0,0.0,107.0,102.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,53.0,32.0,0.0,9.0,5.0,0.0,867.0,712.0,0.0,172.0,64.0
30-34,2166.0,0.0,88.0,65.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,38.0,20.0,0.0,8.0,7.0,0.0,933.0,747.0,0.0,186.0,66.0
35-39,2397.0,0.0,73.0,54.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,38.0,22.0,0.0,9.0,4.0,0.0,1036.0,841.0,0.0,222.0,87.0
40-44,2713.0,3.0,60.0,68.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,15.0,22.0,0.0,10.0,8.0,0.0,1211.0,1005.0,0.0,195.0,103.0
45-49,3218.0,1.0,68.0,64.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,29.0,22.0,1.0,19.0,9.0,0.0,1382.0,1260.0,0.0,220.0,134.0
50-54,3331.0,1.0,62.0,57.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,22.0,30.0,1.0,22.0,12.0,1.0,1479.0,1277.0,0.0,227.0,132.0
55-59,3688.0,0.0,63.0,52.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,12.0,20.0,0.0,8.0,11.0,1.0,1655.0,1440.0,0.0,252.0,166.0
60-64,3524.0,0.0,32.0,34.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,6.0,3.0,1.0,1631.0,1421.0,0.0,235.0,133.0
65-OVER,9454.0,2.0,103.0,81.0,0.0,4.0,4.0,0.0,2.0,3.0,0.0,26.0,24.0,0.0,15.0,10.0,1.0,4471.0,3895.0,0.0,521.0,292.0
TOTAL,32627.0,7.0,656.0,577.0,0.0,44.0,26.0,0.0,6.0,10.0,0.0,242.0,208.0,2.0,106.0,69.0,4.0,14665.0,12598.0,0.0,2230.0,1177.0
