-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,11.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,233.0,226.0,0.0,76.0,61.0,647.0
30-34,0.0,9.0,17.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,223.0,189.0,1.0,57.0,56.0,566.0
35-39,1.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,202.0,177.0,0.0,54.0,56.0,518.0
40-44,0.0,12.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,237.0,202.0,0.0,51.0,47.0,567.0
45-49,0.0,9.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,267.0,244.0,0.0,82.0,58.0,683.0
50-54,0.0,11.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,334.0,299.0,0.0,98.0,87.0,849.0
55-59,0.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,345.0,315.0,0.0,114.0,70.0,870.0
60-64,0.0,11.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,255.0,258.0,0.0,108.0,72.0,721.0
65-OVER,0.0,16.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,701.0,639.0,0.0,222.0,157.0,1758.0
TOTAL,1.0,101.0,137.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0,13.0,14.0,0.0,9.0,6.0,0.0,2797.0,2549.0,1.0,862.0,664.0,7179.0
