AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.0,34.0,34.0,0.0,7.0,5.0,0.0,1.0,3.0,0.0,26.0,14.0,0.0,4.0,6.0,4.0,502.0,374.0,1.0,305.0,155.0,1477.0
25-29,0.0,11.0,10.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,259.0,214.0,0.0,304.0,143.0,959.0
30-34,0.0,12.0,8.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,313.0,252.0,0.0,331.0,149.0,1083.0
35-39,0.0,13.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,287.0,264.0,0.0,363.0,164.0,1111.0
40-44,0.0,11.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,2.0,0.0,283.0,249.0,0.0,366.0,172.0,1105.0
45-49,0.0,10.0,16.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,5.0,0.0,354.0,321.0,0.0,350.0,209.0,1282.0
50-54,0.0,19.0,19.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,3.0,6.0,0.0,441.0,368.0,0.0,460.0,278.0,1610.0
55-59,0.0,17.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,5.0,0.0,498.0,501.0,0.0,449.0,263.0,1754.0
60-64,0.0,12.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,542.0,451.0,0.0,398.0,258.0,1681.0
65-OVER,0.0,37.0,32.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,12.0,11.0,1.0,1575.0,1365.0,0.0,752.0,434.0,4249.0
TOTAL,2.0,176.0,157.0,0.0,27.0,25.0,0.0,5.0,6.0,0.0,63.0,41.0,0.0,44.0,42.0,6.0,5054.0,4359.0,1.0,4078.0,2225.0,16311.0
