PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
HAWKINS,5.0,22.0,21.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,9.0,7.0,0.0,5.0,5.0,0.0,625.0,585.0,1.0,890.0,697.0,2884.0
ETHRIDGE,0.0,10.0,11.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,9.0,4.0,2.0,631.0,481.0,0.0,301.0,193.0,1652.0
CLINTON,0.0,11.0,21.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,5.0,2.0,1.0,902.0,796.0,0.0,188.0,154.0,2093.0
ROBERTS,3.0,16.0,20.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,8.0,4.0,0.0,4.0,2.0,0.0,975.0,800.0,0.0,322.0,256.0,2418.0
DAVIDSON,0.0,8.0,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,5.0,0.0,623.0,586.0,0.0,65.0,39.0,1350.0
POPE,0.0,9.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,606.0,541.0,0.0,275.0,197.0,1647.0
BARRON,0.0,5.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,462.0,431.0,1.0,175.0,147.0,1235.0
SANDERS,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,70.0,0.0,14.0,17.0,192.0
FINNEY,0.0,17.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,9.0,1.0,12.0,9.0,1.0,1002.0,941.0,0.0,181.0,135.0,2346.0
TOTAL,8.0,101.0,120.0,1.0,16.0,16.0,0.0,7.0,8.0,0.0,48.0,30.0,1.0,41.0,27.0,4.0,5910.0,5231.0,2.0,2411.0,1835.0,15817.0
