AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1153.0,0.0,17.0,21.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,226.0,198.0,0.0,390.0,289.0
30-34,949.0,0.0,18.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,195.0,179.0,0.0,329.0,211.0
35-39,912.0,0.0,7.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,209.0,200.0,0.0,298.0,176.0
40-44,842.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,227.0,170.0,0.0,259.0,162.0
45-49,979.0,0.0,15.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,244.0,237.0,0.0,294.0,170.0
50-54,1304.0,0.0,6.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,309.0,265.0,0.0,403.0,287.0
55-59,1290.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,292.0,298.0,0.0,381.0,295.0
60-64,1195.0,0.0,13.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,319.0,279.0,0.0,330.0,236.0
65-OVER,2997.0,0.0,21.0,16.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,953.0,778.0,0.0,761.0,461.0
TOTAL,11621.0,0.0,117.0,115.0,0.0,11.0,13.0,0.0,2.0,2.0,0.0,20.0,8.0,0.0,12.0,10.0,1.0,2974.0,2604.0,0.0,3445.0,2287.0
