PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ODUM,100.0,48.84,62.50,0.00,100.0,75.43,50.70,72.89
MADRAY SPRINGS,100.0,40.62,60.00,0.00,25.00,71.35,54.93,69.21
OGLETHORPE,66.67,50.00,50.00,0.00,0.00,69.31,47.10,66.20
SCREVEN,0.00,48.66,87.50,0.00,12.50,68.08,41.18,62.82
RITCH,0.00,36.36,0.00,0.00,0.00,72.09,52.94,69.91
EMPIRE,100.0,34.62,50.00,100.0,60.00,73.78,46.15,70.76
RED HILL,100.0,60.92,40.00,0.00,33.33,61.47,43.96,59.47
ALTAMAHA,50.00,46.21,23.53,0.00,12.50,59.13,38.43,54.58
GARDI,100.0,66.67,0.00,0.00,66.67,70.65,58.97,69.68
MT PLEASANT,0.00,75.00,50.00,0.00,0.00,70.51,38.89,68.22
VFW,38.46,49.28,21.74,100.0,27.27,38.04,25.71,44.61
PINE STREET,54.55,44.11,43.75,100.0,38.46,66.99,41.38,54.36
UNITY,100.0,53.16,28.12,0.00,28.57,69.34,43.88,63.61
REC CENTER,26.67,49.71,45.16,0.00,0.00,66.18,44.70,61.33
EAST JESUP,0.00,42.86,0.00,0.00,0.00,66.92,60.00,64.71
TOTAL,51.52,48.63,37.63,57.14,29.76,67.16,43.77,61.78
