PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
MADRAY SPRINGS,0.0,32.0,39.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,536.0,424.0,0.0,16.0,16.0,1075.0
OGLETHORPE,0.0,63.0,75.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,4.0,2.0,1.0,734.0,663.0,0.0,45.0,35.0,1636.0
SCREVEN,0.0,53.0,49.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,547.0,515.0,0.0,122.0,102.0,1404.0
RITCH,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,150.0,0.0,5.0,6.0,329.0
EMPIRE,0.0,36.0,29.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,446.0,412.0,0.0,15.0,11.0,961.0
RED HILL,1.0,45.0,45.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,419.0,369.0,0.0,47.0,40.0,982.0
ALTAMAHA,0.0,115.0,114.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,7.0,3.0,0.0,1050.0,883.0,0.0,239.0,157.0,2618.0
GARDI,0.0,15.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,294.0,258.0,0.0,11.0,10.0,620.0
MT PLEASANT,0.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,154.0,141.0,0.0,1.0,3.0,321.0
VFW,0.0,38.0,32.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,14.0,9.0,0.0,5.0,8.0,0.0,177.0,99.0,0.0,544.0,286.0,1224.0
PINE STREET,0.0,37.0,50.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,3.0,8.0,0.0,294.0,221.0,0.0,302.0,190.0,1135.0
UNITY,0.0,74.0,65.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,1.0,0.0,0.0,740.0,607.0,0.0,214.0,134.0,1874.0
REC CENTER,0.0,72.0,60.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,16.0,15.0,0.0,8.0,7.0,0.0,627.0,532.0,1.0,99.0,75.0,1518.0
EAST JESUP,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,54.0,0.0,6.0,1.0,153.0
TOTAL,1.0,600.0,612.0,0.0,40.0,39.0,0.0,2.0,5.0,0.0,99.0,79.0,0.0,36.0,29.0,3.0,6244.0,5328.0,1.0,1666.0,1066.0,15850.0
