PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
102,35.42,43.68,17.07,39.31
103,41.4,55.16,11.11,49.05
104,45.84,55.08,32.61,51.29
105,50.18,63.55,0.0,57.39
106,34.29,42.19,5.56,38.67
107,59.81,63.04,33.33,61.49
108,48.54,64.8,0.0,57.55
109,39.26,48.37,35.29,43.9
111,38.32,46.37,20.69,42.57
112,36.71,43.32,20.0,39.66
114,44.33,55.38,45.45,50.55
115,39.78,44.11,25.0,42.3
201,44.07,57.59,41.38,52.02
202,45.38,53.37,41.67,49.96
203,39.2,57.24,42.11,48.74
204,53.63,58.56,54.55,56.23
207,41.72,53.99,15.15,48.14
208,42.91,55.97,44.0,50.64
209,42.58,54.26,25.0,48.68
210,48.94,54.38,20.83,51.88
301,68.62,71.56,14.29,70.05
302,35.56,44.92,25.64,40.7
303,71.36,73.38,100.0,72.56
304,71.79,65.61,100.0,68.59
305,75.65,77.64,0.0,76.66
306,47.95,58.68,33.33,54.27
307,61.26,66.02,20.0,63.69
308,48.05,56.5,50.0,52.55
309,63.02,68.91,50.0,66.2
310,58.98,66.86,45.83,63.21
401,58.51,66.31,55.0,62.99
402,35.58,46.65,34.85,42.36
404,50.71,59.62,44.44,55.82
405,57.17,68.48,31.43,63.11
406,57.79,66.53,50.0,62.53
501,48.72,61.98,27.91,56.07
502,51.75,61.68,18.64,56.88
503,49.59,63.04,25.0,57.2
504,42.26,52.41,15.79,47.74
506,42.57,52.65,0.0,47.96
507,40.41,52.85,50.0,47.52
509,54.18,66.97,41.18,61.23
601,44.68,53.7,34.38,49.59
603,53.73,61.97,28.57,57.96
604,49.26,59.04,42.86,54.89
605,49.15,60.74,33.33,55.42
607,55.48,67.9,56.25,62.5
608,60.16,66.94,66.67,63.8
701,65.0,70.28,66.67,67.9
702,54.8,56.3,20.0,55.54
703,47.88,54.71,40.0,51.72
705,58.72,62.46,40.0,60.73
706,60.26,67.28,60.0,64.17
707,45.02,53.36,40.0,49.6
708,64.29,67.47,0.0,65.94
709,62.66,66.55,0.0,64.8
801,52.92,68.75,50.0,60.7
801B,56.33,63.67,66.67,60.04
802,55.11,58.41,30.77,56.73
803,9.43,13.13,0.0,11.22
804,53.34,60.75,21.05,56.82
804H,63.61,67.39,33.33,65.49
805,58.74,65.66,50.0,62.5
806,65.12,67.57,62.5,66.4
807,49.61,57.38,31.25,53.67
808,60.36,64.57,77.78,62.68
809,55.97,67.64,100.0,62.44
810,67.65,67.2,0.0,67.41
88888,28.57,33.33,0.0,31.25
99999,4.72,9.71,33.33,7.3
TOTAL,51.52,59.63,33.41,55.89
