AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,671.0,0.0,9.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,0.0,161.0,153.0,1.0,229.0,95.0
30-34,671.0,0.0,7.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,172.0,134.0,0.0,240.0,101.0
35-39,765.0,0.0,9.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,186.0,162.0,0.0,282.0,108.0
40-44,814.0,0.0,15.0,13.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,186.0,169.0,0.0,279.0,135.0
45-49,963.0,0.0,12.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,3.0,0.0,237.0,216.0,0.0,285.0,185.0
50-54,1089.0,0.0,9.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,298.0,251.0,0.0,326.0,182.0
55-59,1103.0,0.0,13.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,312.0,287.0,1.0,299.0,175.0
60-64,1158.0,0.0,2.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,354.0,274.0,0.0,317.0,195.0
65-OVER,3083.0,0.0,11.0,14.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1145.0,946.0,0.0,596.0,350.0
TOTAL,10317.0,0.0,87.0,79.0,0.0,27.0,20.0,0.0,0.0,0.0,0.0,27.0,20.0,0.0,16.0,17.0,0.0,3051.0,2592.0,2.0,2853.0,1526.0
