PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01B,78.57,50.77,61.11,100.0,59.78,72.71,59.23,65.66
01C,33.33,38.55,55.56,50.0,15.79,43.07,38.17,38.81
01D,63.64,50.73,80.0,0.0,62.5,66.67,59.78,55.62
01E,62.71,44.46,66.3,0.0,57.52,70.25,53.04,56.56
01F,40.0,32.11,66.67,0.0,14.29,42.53,33.33,33.13
01H,50.0,48.06,44.44,0.0,50.0,60.53,48.11,49.17
01I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01J,44.44,44.36,42.86,50.0,34.48,60.89,42.42,45.07
01P,0.0,47.55,20.0,0.0,42.86,46.67,33.76,45.75
01R,0.0,35.06,25.0,0.0,0.0,25.81,27.65,33.93
01S,14.29,46.14,40.0,0.0,46.15,41.79,39.19,44.99
01T,50.0,39.73,40.0,0.0,50.0,65.51,43.44,45.58
02A,57.87,47.42,54.72,60.0,53.54,61.11,48.44,56.7
02B,35.37,20.86,44.44,18.18,21.05,44.04,26.51,27.16
02C,46.55,53.82,59.49,100.0,64.58,56.46,47.04,53.86
02D,63.89,48.67,66.38,0.0,57.5,65.89,52.21,56.81
02E,63.46,57.23,59.46,0.0,62.22,67.76,57.97,65.08
02F1,72.28,50.16,68.97,100.0,61.22,61.67,52.71,59.62
02F2,53.85,44.29,72.0,0.0,46.67,65.87,47.01,55.92
02G,68.42,50.97,64.77,100.0,63.75,65.44,53.09,60.98
02J,43.86,43.64,59.04,0.0,60.66,61.56,46.85,56.82
02K,62.0,46.31,55.77,0.0,59.57,58.58,54.18,56.78
02L1,53.57,47.4,56.82,33.33,56.17,58.79,48.66,55.05
02L2,64.65,46.98,64.29,0.0,50.0,62.32,48.31,57.82
02S,84.62,35.73,57.89,0.0,45.83,62.99,48.34,47.37
02W,51.61,48.05,62.5,100.0,40.0,51.96,32.28,47.46
03A,37.5,34.11,15.38,0.0,12.12,25.71,27.11,32.63
03B,50.0,29.26,25.0,0.0,11.11,26.32,15.15,27.0
03C,0.0,45.72,57.14,0.0,36.0,33.33,37.82,44.48
03D,0.0,38.14,0.0,0.0,23.53,23.73,25.69,35.62
03E,28.57,38.37,50.0,33.33,19.05,35.06,30.69,37.14
03F,58.0,51.6,61.97,50.0,51.56,52.44,46.84,51.82
03G,33.33,30.64,40.0,0.0,28.57,50.0,35.0,31.73
03H,50.0,37.4,0.0,0.0,21.05,25.0,30.07,35.67
03I,41.61,32.05,35.51,40.0,30.56,39.0,33.68,37.16
03L,0.0,31.83,0.0,0.0,11.11,14.29,28.75,30.53
03M,33.33,24.8,43.75,100.0,57.14,66.28,44.51,46.52
03N,30.0,33.78,29.03,33.33,36.21,51.87,30.38,34.96
03P1A,29.66,22.3,29.23,14.29,27.41,28.56,20.68,25.12
03P2,0.0,4.76,0.0,0.0,0.0,0.0,0.0,4.17
03S,0.0,44.98,80.0,0.0,50.0,46.15,30.68,43.52
03T,50.0,40.73,33.33,0.0,21.88,60.33,40.09,41.56
04A,25.0,38.8,33.33,0.0,30.43,44.74,36.84,38.54
04B,20.0,28.63,10.53,75.0,23.94,45.71,28.92,29.19
04C,0.0,34.81,0.0,0.0,25.0,0.0,47.06,35.22
04D,66.67,46.85,0.0,0.0,36.84,38.89,37.2,45.47
04F,50.0,35.64,41.67,16.67,38.6,44.09,37.63,37.98
04G,0.0,36.93,100.0,0.0,36.36,36.36,21.37,35.3
04I,25.0,14.69,31.37,16.67,22.47,38.89,23.84,23.02
04J,0.0,20.91,21.05,0.0,23.26,5.26,21.88,20.82
04K,75.0,47.05,42.86,83.33,32.61,51.45,43.15,46.73
04L,45.45,43.04,41.67,100.0,40.0,55.66,38.46,43.13
04M,0.0,38.31,0.0,0.0,20.0,34.78,29.13,36.77
04S,50.0,50.87,25.0,0.0,43.48,50.0,45.67,50.17
04T,57.14,48.81,25.0,0.0,54.55,36.0,38.4,47.33
04V,0.0,40.82,23.81,50.0,23.91,42.68,31.44,39.27
04W,50.0,21.06,26.09,50.0,18.87,14.29,17.39,21.01
04X1,100.0,49.45,50.0,0.0,36.0,59.62,38.68,48.43
04X2,0.0,39.71,60.0,100.0,52.94,38.64,41.24,40.23
05A1,72.5,48.09,62.69,100.0,67.86,66.53,55.56,61.43
05A2,62.71,52.61,77.08,0.0,63.33,64.11,51.33,58.53
05B,53.57,46.18,55.56,100.0,48.72,54.62,41.7,47.59
05C,25.0,35.04,50.0,0.0,30.0,54.29,25.0,37.31
05D,9.09,17.69,44.44,33.33,20.0,20.73,11.76,17.99
05F,50.0,66.07,50.0,0.0,33.33,70.73,72.73,66.39
05J,61.11,66.67,82.35,100.0,50.0,65.81,53.47,64.18
05K,38.46,46.16,54.67,40.0,36.84,56.42,45.71,48.16
06B,58.0,45.19,58.82,100.0,55.32,64.28,54.49,61.32
06D,62.16,49.37,56.62,0.0,57.99,69.88,56.03,64.71
