AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,19.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,2.0,3.0,1.0,213.0,177.0,0.0,168.0,98.0,728.0
25-29,0.0,15.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,188.0,148.0,0.0,187.0,62.0,621.0
30-34,0.0,8.0,14.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,3.0,1.0,1.0,207.0,145.0,0.0,175.0,48.0,617.0
35-39,0.0,9.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,230.0,195.0,0.0,180.0,72.0,707.0
40-44,1.0,8.0,17.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,249.0,199.0,0.0,218.0,98.0,807.0
45-49,0.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,1.0,0.0,301.0,250.0,0.0,215.0,119.0,919.0
50-54,0.0,11.0,15.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,334.0,297.0,1.0,265.0,131.0,1068.0
55-59,1.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,386.0,330.0,0.0,231.0,149.0,1128.0
60-64,0.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,356.0,332.0,0.0,236.0,135.0,1089.0
65-OVER,0.0,19.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,1100.0,887.0,1.0,434.0,208.0,2687.0
TOTAL,2.0,124.0,132.0,0.0,22.0,17.0,0.0,3.0,0.0,0.0,51.0,38.0,0.0,15.0,10.0,2.0,3564.0,2960.0,2.0,2309.0,1120.0,10371.0
