AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,1.0,0.0,0.0,169.0,145.0,1.0,63.0,50.0,472.0
25-29,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,162.0,148.0,0.0,63.0,65.0,464.0
30-34,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,170.0,152.0,0.0,66.0,33.0,434.0
35-39,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,137.0,114.0,0.0,46.0,32.0,341.0
40-44,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,173.0,136.0,0.0,51.0,29.0,397.0
45-49,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,199.0,169.0,0.0,55.0,44.0,479.0
50-54,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,185.0,162.0,0.0,74.0,53.0,486.0
55-59,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,186.0,192.0,0.0,70.0,58.0,525.0
60-64,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,164.0,168.0,0.0,61.0,49.0,450.0
65-OVER,0.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,543.0,460.0,0.0,154.0,113.0,1291.0
TOTAL,0.0,39.0,42.0,0.0,7.0,4.0,0.0,0.0,2.0,0.0,37.0,30.0,0.0,7.0,4.0,3.0,2088.0,1846.0,1.0,703.0,526.0,5339.0
