PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
RECOVERY,0.0,7.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,217.0,191.0,0.0,18.0,12.0,465.0
KENDRICK,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,142.0,128.0,0.0,35.0,21.0,344.0
CLIMAX,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,281.0,251.0,0.0,73.0,44.0,666.0
BRINSON,1.0,11.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,233.0,199.0,0.0,65.0,36.0,559.0
WEST BAINBRIDGE,0.0,14.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,379.0,334.0,1.0,378.0,155.0,1296.0
BAINBRIDGE-COLISEUM,0.0,43.0,38.0,0.0,8.0,6.0,0.0,3.0,0.0,0.0,23.0,17.0,0.0,11.0,2.0,0.0,1346.0,1053.0,1.0,723.0,329.0,3603.0
BDGE-FAIRGROUNDS,0.0,21.0,26.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,540.0,406.0,0.0,557.0,268.0,1837.0
ATTAPULGUS,0.0,14.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,222.0,204.0,0.0,441.0,242.0,1155.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,2.0,115.0,128.0,0.0,22.0,17.0,0.0,3.0,0.0,0.0,50.0,36.0,0.0,15.0,10.0,2.0,3360.0,2766.0,2.0,2290.0,1107.0,9925.0
