AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,59.0,45.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,7.0,6.0,0.0,1.0,5.0,1.0,402.0,300.0,2.0,261.0,109.0,1213.0
25-29,0.0,35.0,18.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,0.0,355.0,291.0,0.0,248.0,79.0,1045.0
30-34,0.0,43.0,35.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,2.0,3.0,2.0,474.0,364.0,0.0,282.0,105.0,1325.0
35-39,0.0,56.0,42.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,2.0,2.0,445.0,415.0,1.0,320.0,127.0,1435.0
40-44,0.0,47.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,466.0,387.0,0.0,329.0,119.0,1392.0
45-49,1.0,31.0,33.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,7.0,5.0,3.0,589.0,520.0,0.0,327.0,156.0,1688.0
50-54,1.0,47.0,31.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,4.0,2.0,650.0,532.0,0.0,397.0,225.0,1905.0
55-59,0.0,45.0,40.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,664.0,589.0,0.0,429.0,231.0,2015.0
60-64,0.0,36.0,24.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,1.0,687.0,612.0,0.0,332.0,214.0,1922.0
65-OVER,0.0,81.0,65.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,7.0,7.0,1.0,2076.0,1681.0,0.0,744.0,406.0,5087.0
TOTAL,3.0,480.0,365.0,0.0,43.0,24.0,0.0,5.0,3.0,1.0,50.0,30.0,0.0,33.0,36.0,12.0,6808.0,5691.0,3.0,3669.0,1771.0,19027.0
