AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,25.26,29.92,26.26,6.67,28.8,35.62,30.62,31.8
30-34,26.02,38.45,29.35,17.65,39.57,38.34,36.37,37.76
35-39,37.71,42.89,32.45,45.45,33.16,44.63,38.22,42.73
40-44,47.0,47.58,40.55,50.0,39.33,54.13,42.81,49.52
45-49,53.45,54.53,44.07,25.0,43.56,60.85,50.0,56.46
50-54,50.35,59.96,52.38,40.0,45.45,66.43,45.18,61.56
55-59,47.13,64.33,57.55,37.5,61.62,68.95,49.37,65.3
60-64,54.07,69.44,54.55,83.33,48.75,73.57,54.49,70.2
65-OVER,56.18,69.97,51.44,76.92,53.12,72.71,55.87,70.68
TOTAL,44.36,52.28,39.9,38.38,40.37,59.12,42.56,54.22
