AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,422.0,0.0,14.0,16.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,206.0,153.0,0.0,15.0,5.0
30-34,442.0,0.0,24.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,210.0,153.0,0.0,19.0,8.0
35-39,604.0,0.0,20.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,301.0,237.0,0.0,17.0,3.0
40-44,602.0,0.0,23.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,288.0,247.0,0.0,16.0,4.0
45-49,739.0,1.0,20.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,352.0,300.0,0.0,21.0,15.0
50-54,713.0,0.0,17.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,316.0,304.0,0.0,38.0,18.0
55-59,673.0,0.0,19.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,270.0,0.0,30.0,22.0
60-64,672.0,0.0,18.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,313.0,274.0,0.0,31.0,26.0
65-OVER,2061.0,0.0,26.0,25.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,975.0,859.0,0.0,103.0,66.0
TOTAL,6928.0,1.0,181.0,158.0,0.0,7.0,9.0,0.0,2.0,1.0,0.0,16.0,11.0,0.0,6.0,6.0,2.0,3274.0,2797.0,0.0,290.0,167.0
