PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1714,60.85,65.23,100.0,63.28
318,71.96,73.45,0.00,72.78
319,67.67,73.24,0.00,70.63
321E,45.75,57.80,33.33,52.53
321W,55.61,68.76,0.00,63.37
322,70.14,68.80,0.00,69.43
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
CTY1,51.91,59.48,100.0,56.46
CTY2,45.92,55.31,0.00,50.64
CTY3,48.18,54.34,50.00,52.06
CTY4,49.56,58.26,0.00,54.87
CTY5,51.77,65.83,100.0,59.92
CTY6,69.99,72.31,100.0,71.34
MERI,66.92,71.35,0.00,69.26
MONT,67.34,73.15,100.0,70.48
TOTAL,61.98,67.79,75.00,65.22
