PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
GILL I,60.09,60.67,0.0,60.35
GILL II,52.67,63.12,0.0,58.76
7TH-ODESSADALE,55.92,70.97,0.0,63.52
8TH-GREENVILLE,53.05,66.42,0.0,60.38
LONE OAK,58.65,65.45,0.0,62.17
LUTHERSVILLE,55.55,63.34,50.0,59.62
UPPER 9TH -ALVATON,59.64,68.55,0.0,64.21
MIDDLE 9TH-GAY,67.78,66.83,0.0,67.27
LOWER 9TH-WOODBURY,59.17,68.96,100.0,64.49
2ND-WARM SPRINGS,65.1,67.78,0.0,66.56
THIRD-DURAND,59.32,67.89,0.0,63.96
RALEIGH,65.4,71.98,0.0,68.83
COVE,73.64,75.49,0.0,74.53
99999,0.0,0.0,0.0,0.0
TOTAL,58.46,65.87,33.33,62.45
