PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
FOUR POINTS,2.0,59.0,67.0,0.0,17.0,8.0,0.0,2.0,3.0,0.0,11.0,19.0,0.0,8.0,4.0,1.0,720.0,678.0,0.0,294.0,241.0,2134.0
GIRARD,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,149.0,165.0,0.0,194.0,141.0,678.0
GOUGH,0.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0.0,140.0,123.0,418.0
GREENSCUT,0.0,30.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,302.0,278.0,0.0,188.0,152.0,995.0
KEYSVILLE,0.0,18.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,4.0,0.0,99.0,98.0,0.0,107.0,95.0,449.0
MIDVILLE,0.0,7.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,98.0,0.0,138.0,106.0,448.0
MUNNERLYN,0.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,62.0,64.0,0.0,63.0,70.0,274.0
SARDIS,0.0,10.0,20.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,227.0,0.0,239.0,168.0,955.0
SCOTTS CROSSROADS,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,41.0,0.0,90.0,81.0,262.0
TELFAIR,0.0,16.0,33.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,271.0,266.0,0.0,204.0,199.0,1003.0
ST. CLAIR,0.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,90.0,84.0,0.0,104.0,86.0,386.0
VIDETTE,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0,71.0,0.0,76.0,76.0,306.0
NORTH WAYNESBORO,0.0,47.0,61.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,328.0,314.0,0.0,1250.0,801.0,2816.0
SOUTH WAYNESBORO,0.0,53.0,58.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,0.0,3.0,883.0,762.0,2.0,682.0,439.0,2904.0
BLAKENEY,0.0,17.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107.0,89.0,0.0,256.0,132.0,610.0
TOTAL,2.0,295.0,336.0,0.0,38.0,27.0,0.0,4.0,8.0,0.0,34.0,42.0,0.0,28.0,15.0,6.0,3557.0,3309.0,2.0,4025.0,2910.0,14638.0
