AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,487.0,0.0,12.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127.0,124.0,0.0,126.0,85.0
30-34,416.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,106.0,112.0,0.0,108.0,73.0
35-39,429.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,121.0,87.0,0.0,135.0,69.0
40-44,416.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,113.0,114.0,0.0,104.0,64.0
45-49,520.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,159.0,150.0,0.0,109.0,93.0
50-54,633.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,187.0,0.0,157.0,108.0
55-59,656.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,205.0,169.0,0.0,147.0,114.0
60-64,624.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,181.0,174.0,0.0,147.0,104.0
65-OVER,1920.0,0.0,14.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,670.0,567.0,0.0,398.0,253.0
TOTAL,6101.0,0.0,65.0,67.0,0.0,7.0,6.0,0.0,3.0,2.0,0.0,7.0,6.0,0.0,8.0,7.0,1.0,1844.0,1684.0,0.0,1431.0,963.0
